0,0,0,0,0,0,0,0,Horizon,L,L,L,L,L,L,L,L,L,L,L,L,F,F,F,H,F,F,F,F,F,F,F,F,F,F,F,F,H,H,H,H,H,H,H,H,H,H,H,H,B,B,B,B,B,0,B,B,B,B,B,B,B,B,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAME,#C,#H,#O,MW,0,0,0,0,ug g-1 d.w.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3-27 20:0EE,21,42,2,326.56328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2-10 17:0,17,36,2,272.47164,0,0,0,0,22.666274549,19.0929330919,24.7964151755,25.1145340366,13.6274048929,20.4799777758,12.5665113073,12.8446929947,9.836669579,19.8034304615,12.416583986,11.1855122976,11.3496612538,10.8133937683,13.0879450711,9.7624590844,10.1050547071,#N/A,7.9863963118,183.861600376,14.1220315168,157.9640602302,14.1640210167,174.2201562284,96.8790138243,14.7882858958,15.7115977721,195.4774646915,6.4937067506,6.2320767895,9.7624590844,12.2956251872,7.5143868301,9.5844880571,7.3624606956,7.2719704559,11.1696078854,10.2266074574,9.2172107198,14.6484009857,1.1202357098,1.2309974356,0.9562710582,0.9290958347,30.780715051,0,0.8088369389,36.7212995933,0.7543470153,34.7559901526,29.9975052168,0.9332292671,1.0276150561,33.138002037,#N/A,15.3131302977,18.227169312,1.4097559456,16.1472557521,1.3697253809
14:0,14,30,2,230.391,general,0,0,0,16.358095258,17.2675139107,31.2361903402,32.1313383034,17.1275272447,25.1042856672,14.4325774288,7.262637786,12.7546851731,21.4704045171,13.9394336364,10.8285960313,10.983408097,10.97646238,21.8600665707,14.0835210611,7.9515188289,#N/A,12.3619809991,18.9544973418,22.1672699353,12.7965951827,24.075917918,21.6302089208,8.3731570697,12.6402886,18.9464280481,31.7986727966,7.7808837371,0,14.0835210611,10.1948656879,10.9623030145,16.6577781282,13.3913946419,11.8902157479,22.5571156883,3.1014545936,6.2964040699,20.9584894697,0,0,0.6109723195,0.9426196172,0,0,0,0.8146816625,0,0,0.7179397356,0.6301598277,0.7164703682,0.8673410253,#N/A,1.1259136171,1.9828047927,1.8514502972,1.9109694619,1.8981545036
i-15:0,15,32,2,244.41788,Gpos,0,0,0,53.5055998536,59.8381476467,50.981062189,56.3942726067,58.642809063,79.2818542493,41.1753924438,28.8477211956,21.2444553147,57.2802991639,33.9645594012,26.0508428096,65.3005856055,63.3235831722,82.2185948113,89.766984444,51.4674766571,#N/A,47.6940949966,95.8798204072,112.0092343471,80.8134906649,117.390493184,107.4314943846,38.6397959832,73.6996877394,88.3414790353,135.2187176661,55.8281409255,19.6508915522,89.766984444,84.4626802027,68.0826655179,102.3430106339,75.5560735903,73.4501347413,104.1827604237,23.399344256,47.7217508506,112.6389337425,7.6689695589,6.5972185147,5.4905769537,7.295568084,6.5519304099,0,4.5454823203,6.2843933757,2.2084474655,4.2450117393,5.6876074238,5.51478512,6.308211161,7.6856610807,#N/A,7.1042144585,10.6761987804,10.0133175645,10.548042846,10.4744507856
ai-15:0,15,32,2,244.41788,Gpos,0,0,0,37.3400192564,41.2710162984,37.5152603707,40.2672211655,36.1385625357,53.3773728165,23.5541874799,15.8881646616,14.9377286584,35.1508884572,25.5801374681,21.5911940832,34.0653092267,32.5492617514,44.0162989063,35.844282193,27.9463870871,#N/A,27.0327130683,52.2913050794,54.0225664504,38.7180607023,57.0391735531,52.8081819811,22.5093870487,40.8220656952,50.8532344924,74.9838474914,22.4368147534,7.9493075903,35.844282193,33.6111358086,28.0495132645,41.5071255704,36.0294376003,34.7929707771,50.5194394927,11.3714681998,28.793472519,66.143288631,4.1625485362,3.5869188424,2.9315674726,4.0851454672,4.1364258198,0,2.6055792705,3.5724551193,1.1855326687,2.4264040539,3.4076195369,3.362736797,3.6090348131,4.3732098771,#N/A,4.5309320704,6.7188052911,6.7894936639,7.0258725303,6.902443889
n-15:0,15,32,2,244.41788,Gpos,0,0,0,16.7945765104,18.5155025418,20.938993655,22.0255559071,12.1829660108,17.2236214402,18.6656432765,15.3181346304,9.1035696571,19.2616734662,13.1061102343,10.2023480929,15.6982294482,14.9242529156,20.9462879351,20.2144572493,10.7204373245,#N/A,10.0215499668,17.2706913796,24.9078815494,19.7728772515,26.0404201691,24.8658107359,10.4770383916,16.907254161,19.4549896185,26.3431860653,12.0219732305,5.1061894907,20.2144572493,18.6831099309,11.5712590874,17.5311588834,15.6369766866,14.9013201193,29.2535931431,5.8588539686,8.4366864514,18.9287102838,1.0482789089,0.8543101643,0.8315182242,0.9190112971,0.8745296611,0,0.7390010044,0.9726812267,0,0.652534625,0.939758706,0.7737533495,0.8688583305,1.0735921741,#N/A,1.266965008,2.3154580494,1.9540017701,2.0296957231,1.9955943121
i-16:0,16,34,2,258.44476,Gpos,0,0,0,24.4302775509,24.1245817001,29.3661026532,21.9278474214,27.1480206645,39.8575976857,15.8286455135,13.78072994,4.7052530238,16.7126226742,14.7183468103,11.025742745,31.9935985593,30.5304761348,38.3429703393,36.9860030398,26.7247789909,#N/A,19.0874382615,47.8932414057,40.6981294608,39.3198843319,42.1937321731,41.2899061793,11.2482493633,27.0196192821,27.2196571027,35.6559621822,25.55359139,13.7802825478,36.9860030398,36.5139523374,30.0222024573,39.1044861676,24.5397159634,25.0270391434,33.3473523398,8.8600329282,21.1894832744,36.3312498123,3.540500558,3.6963646813,3.32971048,2.9430316793,3.4431554697,0,1.5267219086,1.9277328813,1.1851138159,1.5432449614,2.7547430343,1.9957892019,2.1421802629,2.3870032105,#N/A,3.6671558493,5.1186425805,4.2997749687,4.3397826994,4.5605501863
ai-16:0_,16,34,2,258.44476,Gpos,0,0,0,9.3638047052,9.2679441318,8.0500506288,9.5754013224,9.1631214778,11.589627931,6.519799823,5.3605285986,3.846351454,8.2780616912,7.1462851689,5.4985414546,8.7284203461,8.5101873192,10.6811931681,9.7569135421,8.1477323565,#N/A,6.6017536003,12.5951582341,13.5868779991,12.2301499898,14.1432433364,13.1219953024,5.9865721464,11.0144743279,12.7060692015,18.1376933774,7.005617519,0,9.7569135421,9.9779533955,9.4961341629,12.4517125422,9.3208658695,9.7327956951,13.5238114331,3.8451776907,6.8529120398,12.6418910278,0.8909301931,0.8534563115,0.5969638328,0.6889075813,0.6319956974,0,0,0,0,0,0.536586796,0.5321774021,0.5977016823,0.6818147533,#N/A,0.8451512353,1.1431436066,1.07689079,1.1280982702,1.1891537259
16:0,16,34,2,258.44476,general,0,0,0,323.98962421,333.6952592725,462.3360301863,522.2561687773,245.9936338455,384.1766801271,350.4312971002,364.1433344313,164.1385634034,463.2349263078,233.3431977607,214.8984520895,211.968787725,199.8311870779,277.3009253926,198.6900319676,163.3321078359,#N/A,138.5148005188,235.1758812851,257.1033029802,241.5134861234,256.3333202931,251.4757149598,121.0410414887,225.0706980712,302.412493067,351.2945758889,147.2221383839,107.0798069173,198.6900319676,241.2738762657,135.4157366837,183.4189490991,143.5727081925,147.7370409573,239.9303731427,82.3997351242,130.0664695973,226.3099685414,13.0036022321,12.8877306953,12.6476327873,12.8360806456,13.5665692963,0,10.3961875128,12.512691414,9.1443453197,10.9893495043,11.219447285,11.1866177504,11.5469822817,12.8843178517,#N/A,14.3997606273,21.3704865601,19.9849219426,19.3628635794,19.2394675977
2-1 16:1w_,16,32,2,256.42888,Gneg,0,0,0,8.550400625,9.3603916385,6.8659785502,7.4231700251,10.3233417346,13.9277009683,8.6884393075,7.187911117,0,7.7512556171,7.4504914746,6.4751174488,10.3632681553,9.9309738369,11.7284791225,11.69058964,10.4290260253,#N/A,7.7061870029,15.7961487351,19.6622521812,17.484011264,20.6782190969,19.5320441804,8.970567983,16.939984089,21.4860643512,27.5727149235,9.0024093724,5.0019079331,11.69058964,13.8097538112,10.4148052046,14.1050095177,16.8021478517,17.1938332736,17.9637205334,5.4881605919,17.0984732125,27.5082505848,1.8967733381,1.7893195418,1.90705879,2.0970476572,1.6469380758,0,1.3915266178,1.9563632091,1.1670184141,1.6050955548,1.595137829,1.6277516338,1.6674256669,1.9168712518,#N/A,1.8334904142,2.4905859857,2.6049230277,2.6425045234,2.5853596129
2-2 16:1w9_,16,32,2,256.42888,Gneg,0,0,0,21.5081770571,23.6585110554,22.3575680781,24.3408027542,39.253049928,60.2396494536,26.9752970581,23.8776783493,6.6285246728,19.4558840126,16.5341272802,14.8434762212,54.4145534526,53.8170372484,57.7689501613,57.6591764207,50.9078497268,#N/A,35.8532346283,69.1654085229,78.4435766294,77.8602695246,81.67532822,77.9848930531,30.6427613037,57.1027555856,63.3526787181,78.006778424,42.7970744789,31.8600583197,57.6591764207,73.0640795786,44.0913458317,66.3021700069,57.0715449667,59.5724717471,55.529551334,21.9640832703,34.5337549163,60.8267467786,5.0454660207,5.0305941805,3.719073824,3.823343283,5.7365506598,0,3.0995691144,4.0127808866,3.1846771825,3.572240177,4.1867203315,4.2936808051,3.9779076447,4.3557796542,#N/A,4.5238977938,5.9267669568,6.0969420812,5.9070701709,6.1766323277
2-3 16:1w_,16,32,2,256.42888,Gneg,0,0,0,6.2259539542,6.6219426244,4.9318809383,5.520215763,5.5192123335,7.6771744614,4.3663588661,3.9248166456,0,5.8129664701,3.9841479209,3.4254099801,5.4481894165,5.5822418129,7.2125175306,5.2361522596,6.3721947792,#N/A,4.6583068514,9.4483140184,7.8374991615,8.7446844712,10.1449460664,9.7080272538,4.3883994268,7.1073261708,9.7987625805,12.5898398206,4.4605272448,0,5.2361522596,6.5598130902,5.5480103766,6.6842871034,6.6564393644,6.953822162,8.3963724956,2.9016790467,8.1891662401,13.1628022617,1.2009952321,0.8798902406,0.9616689923,1.1046375634,1.4436647811,0,0.7957155524,1.1218295324,0.7664340542,0.9580397884,1.0266354275,1.1388746501,1.1402144752,1.3193518199,#N/A,0.8433560504,1.1693873391,1.3249433483,1.2851806766,1.2732373094
2-4a 16:1w_,16,32,2,256.42888,Gneg,0,0,0,8.2739473685,7.8461143855,12.1072233965,13.4149097501,6.5348050964,9.8244646675,8.3604549975,9.2018550795,0,8.6205236603,3.5851493084,2.9401848672,4.3054773577,4.5542487825,7.7892602765,12.9783181322,8.1540202145,#N/A,5.8460951362,11.2763678955,4.6885730499,6.5262527398,6.6676890719,6.3822350723,0,5.2183518111,6.3439573421,7.1540291605,8.5765863207,6.2975098532,12.9783181322,17.344046081,8.0928481677,15.4659813137,4.7449220127,5.0512095202,11.2461670417,4.5970416387,7.8227434756,14.6786431932,3.7739769564,3.3652680631,1.9806396842,2.0759451269,2.7383559242,0,1.4007832292,1.7495114682,1.4142620159,1.5902483475,2.0266362033,2.2448581328,1.7255156909,1.8645820442,#N/A,2.2952640458,3.6594731115,4.2964236096,3.8894106617,3.9841804564
2-4 16:1w7,16,32,2,256.42888,general,0,0,0,84.3280273467,94.6160529548,87.3116768218,96.3043904128,66.6897482872,101.2966750403,70.5020194068,62.4532759785,39.4183188406,114.879384866,64.0197959983,60.0631545474,70.8667504765,69.4551594684,96.795491898,95.277254764,66.9315825348,#N/A,50.835142413,100.477024107,150.6995804108,139.3123343142,161.9486442075,152.8444107279,63.1747094503,121.9432363169,148.4413107948,192.386619359,50.7394108367,31.8630489925,95.277254764,113.2363586553,55.0457205125,88.9759233167,92.7133340523,96.6951301582,139.2892039016,44.4725831287,86.4642290698,154.2199732398,7.6183104291,7.1067543234,6.1641346496,6.7546399534,7.794145363,0,6.1950601117,7.7934373046,4.8095079885,6.5280104352,6.7858041336,6.7819481916,7.7598423018,8.9207120338,#N/A,6.7040114896,11.1558099341,11.1856124903,10.9513693422,10.9475852417
2-5 i-17:0_,17,36,2,272.47164,Gpos,0,0,0,9.7926837417,9.9373809874,6.2706876652,7.0935176752,7.8298599495,10.9722364827,4.2593820977,3.9869417737,0,6.3699843554,4.3798296517,4.3243775794,10.338063691,10.1286387065,11.2451219679,15.1585308206,11.0071104941,#N/A,7.421528216,14.3361600104,11.2380320469,11.1903242325,11.5376799502,11.0451195567,4.9517912542,9.9177377116,12.7571409801,15.4701530466,11.7274486672,8.705977557,15.1585308206,20.0949658259,11.8661998739,17.331805224,9.7368897317,10.1328572544,12.2898985074,4.8430588175,12.6275643629,21.699085605,2.5315605585,2.5446759682,1.8602597171,1.9344228535,2.6894360518,0,1.5319075827,1.8292808724,1.4974210976,1.6270212292,1.6064575596,1.6854400168,1.8867098702,1.9922581729,#N/A,1.8574206628,2.2991817877,2.625457959,2.4542993159,2.4975454009
2-6 16:1w5_,16,32,2,256.42888,Gneg,0,0,0,25.9872628165,28.9971589782,26.2684747935,28.589587239,26.5006231226,39.0323345358,21.3504652164,19.5355958431,9.6734778063,28.1568365804,22.0804747067,22.280726341,25.3447507285,24.6116879222,33.4499882676,32.8101216369,29.4477244893,#N/A,21.1293000501,42.853368557,45.2909833574,41.2060449563,48.312798277,45.6670643308,22.9582319567,44.1128720171,55.1059365832,69.9533973129,20.9571156788,13.4508915009,32.8101216369,39.5788811307,25.1715124096,37.9886847316,32.8326513533,34.2284338857,55.3807311979,17.8178760233,42.432967712,71.0437416526,4.0091359676,3.8015158305,3.707323566,4.0359283369,4.4599763312,0,3.3658598443,4.1679738744,2.7086592868,3.540644102,4.3179584638,4.4362471626,4.1039404813,4.6122885721,#N/A,3.8301246817,5.4677612731,5.8864626611,5.6706906218,5.5631095913
2-7 _ai-17:0_,17,36,2,272.47164,Gpos,0,0,0,56.8021010237,57.7726390184,88.5072049964,101.5120987264,54.8936754778,86.7942222809,42.0929324196,36.0644685262,33.6198703311,85.5338665834,41.1790065305,39.7140868036,43.3174727894,39.0787242957,67.0419833393,49.1367391873,41.0705483036,#N/A,32.639206495,58.3211153589,69.9488283083,64.9228942453,66.0054704004,64.5073291968,29.0263451264,50.3557674914,75.0083225026,86.8798496915,25.4439106341,21.8423542946,49.1367391873,61.7080500691,26.717795184,44.7507222809,32.3232377033,32.6247005927,70.1914340934,25.1838470191,31.2944311523,60.9995639429,3.0342046864,3.1540251327,2.3246937738,2.3993413484,3.1736324469,0,2.2735850078,2.7480834632,2.2736345709,2.5069798815,2.842822497,2.6794438604,3.0022679197,3.4175920656,#N/A,2.557183077,4.5258552107,3.9416450266,3.9763485701,4.0154590574
2-9 _cy17:0/17:1_,17,34,2,270.45576,0,0,0,0,14.0713574352,14.422205291,9.1052035993,9.7308244387,11.4171844296,17.0525852908,7.6740665722,7.1019857629,3.7342765218,12.391656548,7.0783143955,7.01335437,17.6115333851,17.7613874863,17.1716624074,19.8312328319,17.382004722,#N/A,11.7747365268,25.3598008996,27.7270356804,26.5955929849,28.766084488,26.9262359136,14.2507610214,28.41568176,26.5479844165,33.549790425,13.750739237,10.2546834788,19.8312328319,25.5284372552,15.4701566484,24.9914880698,18.7877909414,19.9814633791,30.658422337,10.7326264827,22.6105647899,37.6412904604,3.6727489702,3.5335763161,2.9115635209,3.0331840189,3.7916969424,0,2.578691062,3.1219679715,2.3022436467,2.7448351651,2.8474565274,3.0044330001,3.646981787,3.8874533111,#N/A,2.3508547226,3.1796206766,3.5271808657,3.3156945352,3.448426155
2-13 i18:0 or 10-Me18:0,18,38,2,286.49852,0,0,0,0,7.6775488644,7.0378961401,5.207978283,5.8841789801,9.4915875006,12.2355087489,7.0777942839,5.5012291503,0,5.2344101325,4.5817855596,3.1468032464,9.0465125198,8.4904173522,7.0799852155,6.9490350175,8.3702375759,#N/A,5.7196551711,11.0688905936,8.2155622426,8.1536324228,8.4943174279,8.2496989797,4.8330971026,7.5470763253,6.8327823942,8.5018880621,6.6372187362,5.7206488494,6.9490350175,9.4139832178,7.7009352856,9.851307347,5.2913556153,6.1611458033,5.759593089,2.5934845999,4.7445130329,9.1773479444,0.9357859035,1.0097265841,0.7976298605,0.7618887753,0.8899917436,0,0,0,0,0,0.5842685575,0.614493462,0.5331968755,0.5584249067,#N/A,0.653860191,0.7513952681,0.7880227697,0.80140736,0.8650564847
2-15 cy17:0,17,34,2,270.45576,Gneg,0,0,0,44.3611578993,47.1218113046,43.3330331674,51.1094175484,31.0760340776,47.1003076127,23.1812704715,22.4290343772,12.6368019343,41.0385556476,20.9610636806,21.9107553337,34.5086808049,33.7180129505,33.010818017,29.8538730324,25.7713269864,#N/A,19.1477461835,36.0005371484,42.5601290165,42.3506226415,43.571979033,42.587304568,18.036833174,35.7674014013,47.3058237258,56.2546238843,21.2812287711,17.1551305981,29.8538730324,42.6270369274,22.1079573574,34.6465084698,37.7369763216,41.2160918708,31.0139372727,12.5340453167,31.8863473869,54.7252674946,0,3.2815117156,0.7711772305,0,0,0,0,0,0,0,0,0.2705312699,0,0,#N/A,4.3189494865,5.1423382749,5.8456397935,5.3555865396,5.4724396578
2-16 i/ai 18:0,18,38,2,286.49852,Gpos,0,0,0,6.4057323396,6.7843588732,5.6165363617,5.4783436494,6.9671125769,8.6569508871,4.5221700988,4.345956752,0,5.2363646034,4.7241512052,3.767920909,6.2975003936,6.0566377292,6.2558927199,6.4342940778,6.4361298871,#N/A,4.9554445599,8.2250565124,7.552994381,7.9751281294,7.2038469802,8.3566857646,4.4374718061,7.5076333053,8.6878679276,10.1685258514,4.2956769996,3.7864069177,6.4342940778,9.6829637433,5.7090568716,9.4949906348,5.648596749,6.5148538502,9.6906899649,4.2639273268,6.601580296,12.0569343654,0.6446853119,0.6764881783,0.55108556,0.6147620873,0.7861881091,0,0,0,0,0,0.5506179663,0.551113666,0.4976479963,0.4952241118,#N/A,0.8005003969,0.9154053212,1.370718533,1.2560975289,1.2699902404
3-1 18:0,18,38,2,286.49852,general,0,0,0,85.3338613332,67.7384419809,92.8182721316,108.8782421226,54.9858977469,80.0775293377,42.4342955933,41.8284081296,30.5614736739,84.3320092802,39.2236061234,38.7603828964,33.7898927415,32.6684138808,41.7862750824,32.2562654442,33.7264630391,#N/A,26.3970959409,42.4739223931,38.7925939918,40.7689323561,48.6948513688,38.1671424381,21.0990558115,39.3564997882,45.7803597256,49.5427596098,25.1140594813,21.7481371156,32.2562654442,52.1559713375,24.3253807758,33.8796778156,23.17446788,23.488203504,40.1906903986,14.6732694213,25.1657265254,43.502558488,3.2202035663,3.1972438672,3.0382970989,2.894583416,3.5611217153,0,2.2152750601,0.5878644524,2.2494221372,2.2810791377,2.7469909729,0.2082643569,0.2716856786,0.3320470766,#N/A,2.867769044,0.3217523827,0.3202086827,0.3100618802,0.3134945624
3-6 18:1w9 t_,18,36,2,284.48264,Gneg,0,0,0,228.9785051319,237.8473309865,357.6578444773,403.5667570501,194.7944959626,305.4653779772,188.1515445555,174.8739093229,114.6458973718,334.703724248,144.349341401,141.7029406053,182.807331468,177.9719285712,199.8668082544,193.3042696747,146.6520694254,#N/A,109.4820474181,194.9953039001,213.3404250348,212.7368458727,210.1308873254,208.0682397171,102.0124312108,189.2915990553,237.3062499156,262.6377456107,141.093328173,121.5259386569,193.3042696747,252.3493197112,130.7353985949,180.5469437318,145.4085844565,152.6379675507,226.7369028235,88.9211309834,140.6686955038,205.0803321152,9.6300157138,9.7597722194,8.3926278031,6.6040116615,8.0864352427,0,5.5074584499,6.3834290269,5.8515955414,6.0572555221,6.5107170593,6.3946584199,6.5160226642,6.9396444755,#N/A,10.5788962618,15.9442078607,15.4741279178,13.5832178157,13.7855458657
